State_x,District,NDVI,Rainfall,Temperature,Year,,Area,Production,Yield,Crop
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Bajra_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Cotton(lint)_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Cowpea(Lobia)_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Dry chillies_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Ginger_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Groundnut_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Jowar_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Maize_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Moong(Green Gram)_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Other Kharif pulses_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,other oilseeds_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Potato_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Ragi_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,64000,173000,2.7,Rice_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Sesamum_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Small millets_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Sugarcane_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Sunflower_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Sweet potato_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Tapioca_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Tobacco_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Urad_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Arecanut_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Cashewnut_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Castor seed_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Coriander_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Horse-gram_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Linseed_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Oilseeds total_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Onion_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Soyabean_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Turmeric_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Safflower_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Gram_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Rapeseed &Mustard_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Sannhamp_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Mesta_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Wheat_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Niger seed_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Black pepper_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Guar seed_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,1350,9010,6.67,Peas & beans (Pulses)_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Jute_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Barley_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Moth_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Other Cereals_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Masoor_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Banana_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Mango_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Brinjal_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Garlic_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Other Rabi pulses_Kharif
Haryana,Panipat,4669.871703,549.6923979,29.35600818,2015,,0,0,0,Total foodgrain_Kharif
